date,total_request,carts_num_pods,carts_desired_replicas,carts_cpu_usage,carts_mem_usage,carts_traffic_in,carts_traffic_out,carts_latency,catalogue_num_pods,catalogue_desired_replicas,catalogue_cpu_usage,catalogue_mem_usage,catalogue_traffic_in,catalogue_traffic_out,catalogue_latency,front-end_num_pods,front-end_desired_replicas,front-end_cpu_usage,front-end_mem_usage,front-end_traffic_in,front-end_traffic_out,front-end_latency,orders_num_pods,orders_desired_replicas,orders_cpu_usage,orders_mem_usage,orders_traffic_in,orders_traffic_out,orders_latency,payment_num_pods,payment_desired_replicas,payment_cpu_usage,payment_mem_usage,payment_traffic_in,payment_traffic_out,payment_latency,shipping_num_pods,shipping_desired_replicas,shipping_cpu_usage,shipping_mem_usage,shipping_traffic_in,shipping_traffic_out,shipping_latency,user_num_pods,user_desired_replicas,user_cpu_usage,user_mem_usage,user_traffic_in,user_traffic_out,user_latency
2024-10-27 22:56:55,74.6,8,8.0,1.77125,45,2.0,4.0,0.6,3.0,3.0,0.4766666666666667,0.0,86.0,80.0,0.6,5.0,8.0,0.5873333333333334,10,140.0,467,0.6,8.0,8.0,1.767,34.0,1.0,2.0,0.6,1.0,1.0,0.01,1.0,0.0,0.0,0.6,8.0,8.0,0.7541666666666667,26.0,0.0,0.0,0.6,1.0,2.0,0.4666666666666667,0.0,43.0,35.0,0.6
2024-10-27 22:57:13,63.9,8,8.0,1.7616666666666667,39,2.0,3.0,0.76,3.0,3.0,0.475,0.0,99.0,94.0,0.76,7.0,8.0,0.5119047619047619,16,180.0,605,0.76,8.0,8.0,1.76925,75.0,2.0,3.0,0.76,1.0,1.0,0.025,0.0,0.0,0.0,0.76,8.0,8.0,1.3808333333333334,60.0,0.0,0.0,0.76,1.0,2.0,0.38,0.0,50.0,40.0,0.76
2024-10-27 22:57:30,92.7,8,8.0,1.7583333333333333,7,2.0,4.0,0.43,3.0,4.0,0.605,0.0,105.0,98.0,0.43,7.0,8.0,0.6009523809523809,3,152.0,502,0.43,8.0,8.0,1.75675,28.0,1.0,1.0,0.43,1.0,1.0,0.01,0.0,0.0,0.0,0.43,8.0,8.0,1.7608333333333333,49.0,0.0,0.0,0.43,1.0,2.0,0.38,0.0,55.0,42.0,0.43
2024-10-27 22:57:48,96.8,8,8.0,1.7679166666666666,38,3.0,4.0,0.66,3.0,4.0,0.5733333333333334,0.0,105.0,98.0,0.66,8.0,8.0,0.5633333333333334,11,184.0,619,0.66,8.0,8.0,1.771,36.0,2.0,3.0,0.66,1.0,1.0,0.01,0.0,0.0,0.0,0.66,8.0,8.0,1.7533333333333334,52.0,0.0,0.0,0.66,1.0,2.0,0.4433333333333333,0.0,67.0,52.0,0.66
2024-10-27 22:58:06,98.6,8,8.0,1.77375,31,2.0,4.0,0.41,3.0,4.0,0.4716666666666667,1.0,113.0,109.0,0.41,8.0,8.0,0.6091666666666666,28,214.0,670,0.41,8.0,8.0,1.64575,131.0,2.0,4.0,0.41,1.0,1.0,0.035,0.0,0.0,0.0,0.41,8.0,8.0,1.75375,59.0,0.0,0.0,0.41,1.0,2.0,0.2566666666666666,0.0,67.0,52.0,0.41
2024-10-27 22:58:23,110.8,8,8.0,1.7716666666666667,72,3.0,4.0,0.47,3.0,4.0,0.5333333333333333,0.0,126.0,118.0,0.47,8.0,8.0,0.6695833333333333,35,217.0,711,0.47,8.0,8.0,1.76125,79.0,1.0,3.0,0.47,1.0,1.0,0.01,0.0,0.0,0.0,0.47,8.0,8.0,1.752916666666667,76.0,0.0,1.0,0.47,2.0,3.0,0.29,0.0,78.0,58.0,0.47
2024-10-27 22:58:41,116.6,8,8.0,1.77375,152,3.0,5.0,0.34,3.0,5.0,0.6416666666666667,0.0,152.0,142.0,0.34,8.0,8.0,0.63875,11,244.0,745,0.34,8.0,8.0,1.77125,140.0,3.0,5.0,0.34,1.0,1.0,0.01,1.0,0.0,0.0,0.34,8.0,8.0,1.76625,105.0,0.0,0.0,0.34,2.0,3.0,0.3383333333333333,0.0,97.0,69.0,0.34
2024-10-27 22:58:59,135.6,8,8.0,1.8033333333333328,61,4.0,5.0,0.37,3.0,4.0,0.5666666666666667,0.0,166.0,157.0,0.37,8.0,8.0,0.7016666666666667,20,274.0,847,0.37,8.0,8.0,1.7785,4.0,2.0,3.0,0.37,1.0,1.0,0.01,0.0,0.0,0.0,0.37,8.0,8.0,1.7541666666666669,87.0,0.0,0.0,0.37,2.0,3.0,0.36,1.0,97.0,69.0,0.37
2024-10-27 22:59:17,129.1,8,8.0,1.8008333333333333,34,5.0,6.0,0.29,3.0,4.0,0.58,1.0,160.0,151.0,0.29,8.0,8.0,0.7970833333333334,13,307.0,937,0.29,8.0,8.0,1.76025,45.0,2.0,3.0,0.29,1.0,1.0,0.01,0.0,0.0,0.0,0.29,8.0,8.0,1.7620833333333332,93.0,0.0,1.0,0.29,2.0,3.0,0.435,0.0,121.0,86.0,0.29
2024-10-27 22:59:34,130.7,8,8.0,1.7791666666666666,98,4.0,5.0,0.44,3.0,4.0,0.5466666666666666,0.0,152.0,144.0,0.44,8.0,8.0,0.9004166666666666,23,302.0,902,0.44,8.0,8.0,1.7645,88.0,1.0,3.0,0.44,1.0,1.0,0.015,0.0,0.0,0.0,0.44,8.0,8.0,1.7516666666666667,52.0,0.0,0.0,0.44,2.0,3.0,0.4133333333333333,0.0,130.0,92.0,0.44
2024-10-27 22:59:52,138.8,8,8.0,1.88625,16,6.0,7.0,0.41,3.0,4.0,0.57,0.0,153.0,145.0,0.41,8.0,8.0,0.7941666666666667,24,297.0,915,0.41,8.0,8.0,1.77075,106.0,2.0,3.0,0.41,1.0,1.0,0.015,0.0,0.0,0.0,0.41,8.0,8.0,1.7525,143.0,0.0,0.0,0.41,2.0,3.0,0.4,0.0,135.0,94.0,0.41
2024-10-27 23:00:10,143.7,8,8.0,1.8008333333333333,128,5.0,6.0,0.38,3.0,4.0,0.58,1.0,150.0,144.0,0.38,8.0,8.0,0.8483333333333334,24,325.0,967,0.38,8.0,8.0,1.76075,138.0,2.0,3.0,0.38,1.0,1.0,0.015,0.0,0.0,0.0,0.38,8.0,8.0,1.7508333333333332,119.0,0.0,0.0,0.38,2.0,3.0,0.445,0.0,156.0,103.0,0.38
2024-10-27 23:00:28,136.5,8,8.0,1.78125,141,5.0,5.0,0.33,3.0,5.0,0.6416666666666667,0.0,161.0,154.0,0.33,8.0,8.0,0.8416666666666667,37,329.0,979,0.33,8.0,8.0,1.7625,104.0,2.0,3.0,0.33,1.0,1.0,0.005,0.0,0.0,0.0,0.33,8.0,8.0,1.74875,165.0,0.0,0.0,0.33,2.0,3.0,0.4533333333333333,0.0,168.0,111.0,0.33
2024-10-27 23:00:45,139.5,8,8.0,1.7729166666666667,156,4.0,6.0,0.49,3.0,4.0,0.5883333333333334,0.0,152.0,147.0,0.49,8.0,8.0,0.8195833333333333,44,306.0,911,0.49,8.0,8.0,1.72975,157.0,4.0,6.0,0.49,1.0,1.0,0.01,0.0,0.0,0.0,0.49,8.0,8.0,1.75,88.0,0.0,0.0,0.49,2.0,3.0,0.4566666666666666,0.0,186.0,120.0,0.49
2024-10-27 23:01:03,120.8,8,8.0,1.8120833333333333,98,6.0,7.0,0.41,3.0,4.0,0.6083333333333333,0.0,159.0,152.0,0.41,8.0,8.0,0.895,28,335.0,957,0.41,8.0,8.0,1.6655,149.0,5.0,7.0,0.41,1.0,1.0,0.015,0.0,1.0,0.0,0.41,8.0,8.0,1.7579166666666666,172.0,0.0,0.0,0.41,2.0,3.0,0.4966666666666666,0.0,194.0,122.0,0.41
2024-10-27 23:01:21,143.8,8,8.0,1.78625,122,5.0,6.0,0.32,3.0,4.0,0.5816666666666667,1.0,159.0,153.0,0.32,8.0,8.0,0.8625,52,310.0,918,0.32,8.0,8.0,1.576,70.0,8.0,12.0,0.32,1.0,1.0,0.015,0.0,0.0,0.0,0.32,8.0,8.0,1.7779166666666666,81.0,0.0,1.0,0.32,2.0,3.0,0.4916666666666666,0.0,194.0,122.0,0.32
2024-10-27 23:01:39,95.2,8,8.0,1.7658333333333334,93,4.0,5.0,0.36,3.0,4.0,0.5816666666666667,0.0,150.0,144.0,0.36,8.0,8.0,0.9304166666666668,22,352.0,1047,0.36,8.0,8.0,1.48375,195.0,6.0,10.0,0.36,1.0,1.0,0.015,0.0,0.0,0.0,0.36,8.0,8.0,1.752916666666667,44.0,0.0,0.0,0.36,2.0,7.0,1.005,0.0,284.0,179.0,0.36
2024-10-27 23:01:57,132.0,8,8.0,1.77625,138,3.0,4.0,0.39,3.0,3.0,0.435,0.0,120.0,116.0,0.39,8.0,8.0,0.8516666666666667,53,292.0,820,0.39,8.0,8.0,1.3625,66.0,8.0,17.0,0.39,1.0,1.0,0.04,0.0,1.0,1.0,0.39,8.0,8.0,1.7525,204.0,0.0,0.0,0.39,4.0,4.0,0.2875,0.0,180.0,105.0,0.39
2024-10-27 23:02:15,125.2,8,8.0,1.8016666666666667,174,6.0,7.0,0.3,3.0,4.0,0.5716666666666667,0.0,147.0,140.0,0.3,8.0,8.0,0.9316666666666666,25,326.0,940,0.3,8.0,8.0,1.23225,104.0,10.0,19.0,0.3,1.0,1.0,0.03,0.0,1.0,0.0,0.3,8.0,8.0,1.8241666666666667,212.0,0.0,1.0,0.3,4.0,5.0,0.4066666666666667,0.0,208.0,128.0,0.3
2024-10-27 23:02:33,185.6,8,8.0,1.80125,168,5.0,6.0,0.44,3.0,5.0,0.735,0.0,156.0,150.0,0.44,8.0,8.0,0.9945833333333334,42,328.0,938,0.44,8.0,8.0,1.18775,40.0,9.0,15.0,0.44,1.0,1.0,0.03,0.0,1.0,0.0,0.44,8.0,8.0,1.7591666666666668,164.0,0.0,0.0,0.44,4.0,6.0,0.435,1.0,231.0,142.0,0.44
2024-10-27 23:02:53,156.6,8,8.0,1.81625,48,7.0,8.0,0.48,3.0,5.0,0.715,1.0,194.0,186.0,0.48,8.0,8.0,1.1841666666666666,22,449.0,1239,0.48,8.0,8.0,1.13775,107.0,15.0,24.0,0.48,1.0,1.0,0.03,0.0,1.0,1.0,0.48,8.0,8.0,1.7879166666666666,121.0,0.0,0.0,0.48,4.0,7.0,0.5366666666666666,0.0,267.0,158.0,0.48
2024-10-27 23:03:14,169.8,8,8.0,1.7879166666666666,132,6.0,7.0,0.57,3.0,4.0,0.5683333333333334,1.0,182.0,176.0,0.57,8.0,8.0,1.2654166666666666,16,436.0,1199,0.57,8.0,8.0,1.4765,88.0,12.0,21.0,0.57,1.0,1.0,0.105,0.0,1.0,0.0,0.57,8.0,8.0,1.7541666666666669,107.0,0.0,1.0,0.57,4.0,5.0,0.34,0.0,297.0,179.0,0.57
2024-10-27 23:03:36,145.3,8,8.0,1.8641666666666667,109,8.0,8.0,0.49,4.0,5.0,0.59125,0.0,188.0,181.0,0.49,8.0,8.0,1.2870833333333334,22,446.0,1230,0.49,8.0,8.0,1.45275,150.0,18.0,28.0,0.49,1.0,1.0,0.135,0.0,2.0,1.0,0.49,8.0,8.0,1.7595833333333333,96.0,1.0,2.0,0.49,4.0,5.0,0.3325,0.0,301.0,174.0,0.49
2024-10-27 23:03:54,114.0,8,8.0,1.78625,145,8.0,8.0,0.61,4.0,5.0,0.57,0.0,174.0,167.0,0.61,8.0,8.0,1.2225,28,395.0,1085,0.61,8.0,8.0,1.39925,78.0,15.0,27.0,0.61,1.0,1.0,0.13,0.0,1.0,1.0,0.61,8.0,8.0,1.7579166666666666,153.0,0.0,0.0,0.61,4.0,4.0,0.2591666666666666,0.0,206.0,110.0,0.61
2024-10-27 23:04:12,114.9,8,8.0,1.7904166666666668,125,6.0,7.0,0.27,4.0,4.0,0.455,1.0,134.0,130.0,0.27,8.0,8.0,0.8279166666666666,56,387.0,972,0.27,8.0,8.0,1.08925,126.0,18.0,28.0,0.27,1.0,1.0,0.215,0.0,1.0,0.0,0.27,8.0,8.0,1.75125,187.0,0.0,0.0,0.27,4.0,6.0,0.4858333333333333,0.0,325.0,187.0,0.27
2024-10-27 23:04:30,101.2,8,8.0,1.7854166666666669,113,4.0,5.0,0.19,4.0,4.0,0.3625,1.0,132.0,127.0,0.19,8.0,8.0,0.7625,44,280.0,734,0.19,8.0,8.0,1.072,123.0,13.0,23.0,0.19,1.0,1.0,0.02,0.0,1.0,0.0,0.19,8.0,8.0,1.75625,133.0,0.0,0.0,0.19,4.0,6.0,0.4541666666666666,0.0,249.0,141.0,0.19
2024-10-27 23:04:48,86.9,8,8.0,1.8695833333333327,167,7.0,8.0,0.45,4.0,4.0,0.35375,1.0,117.0,113.0,0.45,8.0,8.0,0.8254166666666667,21,320.0,857,0.45,8.0,8.0,0.8955,83.0,13.0,27.0,0.45,1.0,1.0,0.045,0.0,1.0,1.0,0.45,8.0,8.0,1.8345833333333328,95.0,0.0,1.0,0.45,4.0,6.0,0.4483333333333333,0.0,231.0,131.0,0.45
2024-10-27 23:05:06,135.8,8,8.0,1.78875,96,13.0,11.0,0.29,4.0,3.0,0.35125,0.0,132.0,128.0,0.29,8.0,8.0,0.8120833333333334,57,274.0,723,0.29,8.0,8.0,0.8125,100.0,17.0,27.0,0.29,1.0,1.0,0.045,0.0,2.0,1.0,0.29,8.0,8.0,1.77625,186.0,0.0,1.0,0.29,4.0,5.0,0.3866666666666666,0.0,254.0,142.0,0.29
2024-10-27 23:05:24,167.8,8,8.0,1.77125,77,11.0,15.0,0.74,4.0,3.0,0.34375,0.0,103.0,98.0,0.74,8.0,8.0,0.6866666666666666,43,263.0,700,0.74,8.0,8.0,0.73525,154.0,14.0,25.0,0.74,1.0,1.0,0.03,1.0,1.0,0.0,0.74,8.0,8.0,1.7729166666666667,126.0,1.0,1.0,0.74,4.0,8.0,0.565,1.0,370.0,207.0,0.74
2024-10-27 23:05:46,156.5,8,8.0,1.7495833333333333,125,13.0,14.0,0.94,4.0,5.0,0.63375,0.0,169.0,161.0,0.94,8.0,8.0,1.0920833333333333,35,414.0,1065,0.94,8.0,8.0,0.97075,129.0,27.0,46.0,0.94,1.0,1.0,0.09,0.0,4.0,1.0,0.94,8.0,8.0,1.6808333333333334,155.0,1.0,2.0,0.94,5.0,8.0,0.4673333333333333,1.0,354.0,201.0,0.94
2024-10-27 23:06:05,165.5,8,8.0,1.75,96,18.0,21.0,0.68,4.0,5.0,0.6025,0.0,173.0,164.0,0.68,8.0,8.0,1.26625,25,441.0,1088,0.68,8.0,8.0,0.925,149.0,32.0,54.0,0.68,1.0,1.0,0.175,0.0,3.0,1.0,0.68,8.0,8.0,1.47125,185.0,1.0,2.0,0.68,5.0,8.0,0.5773333333333334,0.0,371.0,205.0,0.68
2024-10-27 23:06:23,68.5,8,8.0,1.7970833333333334,107,17.0,20.0,0.54,4.0,5.0,0.52,1.0,197.0,190.0,0.54,8.0,8.0,1.27375,11,476.0,1208,0.54,8.0,8.0,1.102,65.0,36.0,61.0,0.54,1.0,1.0,0.055,0.0,3.0,1.0,0.54,8.0,8.0,1.2491666666666668,106.0,0.0,4.0,0.54,6.0,8.0,0.4477777777777778,0.0,404.0,220.0,0.54
2024-10-27 23:06:41,21.9,8,8.0,1.7420833333333334,181,10.0,14.0,3.0,4.0,3.0,0.2175,1.0,66.0,63.0,3.0,8.0,8.0,0.36875,47,80.0,264,3.0,8.0,8.0,0.20975,241.0,3.0,13.0,3.0,1.0,1.0,0.045,0.0,0.0,0.0,3.0,8.0,8.0,0.7758333333333334,67.0,0.0,1.0,3.0,6.0,3.0,0.13,0.0,122.0,65.0,3.0
2024-10-27 23:06:59,138.0,8,8.0,1.50875,141,18.0,14.0,3.0,4.0,3.0,0.29875,0.0,33.0,33.0,3.0,8.0,8.0,0.4275,57,132.0,380,3.0,8.0,8.0,0.27225,144.0,6.0,16.0,3.0,1.0,1.0,0.025,0.0,0.0,0.0,3.0,8.0,8.0,0.5941666666666666,100.0,0.0,4.0,3.0,6.0,3.0,0.1644444444444444,0.0,84.0,48.0,3.0
2024-10-27 23:07:18,163.7,8,8.0,1.5445833333333334,110,30.0,36.0,0.74,4.0,5.0,0.54125,0.0,151.0,145.0,0.74,8.0,8.0,1.04625,39,457.0,1113,0.74,8.0,8.0,0.7575,119.0,36.0,63.0,0.74,1.0,1.0,0.045,0.0,4.0,1.0,0.74,8.0,8.0,0.6966666666666667,92.0,0.0,3.0,0.74,6.0,8.0,0.4372222222222222,0.0,348.0,200.0,0.74
2024-10-27 23:07:36,172.8,8,8.0,1.66875,85,33.0,43.0,0.72,4.0,5.0,0.63125,0.0,202.0,195.0,0.72,8.0,8.0,1.225833333333333,38,499.0,1184,0.72,8.0,8.0,0.88725,140.0,48.0,77.0,0.72,1.0,1.0,0.07,0.0,4.0,2.0,0.72,8.0,8.0,0.49875,86.0,1.0,4.0,0.72,6.0,8.0,0.4344444444444444,0.0,438.0,244.0,0.72
2024-10-27 23:07:55,154.9,8,8.0,1.5741666666666667,160,33.0,42.0,0.7,4.0,6.0,0.6,1.0,196.0,187.0,0.7,8.0,8.0,1.21375,34,534.0,1291,0.7,8.0,8.0,0.839,79.0,48.0,78.0,0.7,1.0,1.0,0.08,0.0,4.0,2.0,0.7,8.0,8.0,0.5333333333333333,82.0,1.0,8.0,0.7,6.0,8.0,0.4533333333333333,0.0,444.0,252.0,0.7
2024-10-27 23:08:13,179.1,8,8.0,1.5575,95,35.0,43.0,0.7,4.0,5.0,0.5425,0.0,191.0,184.0,0.7,8.0,8.0,1.3325,24,525.0,1223,0.7,8.0,8.0,1.029,73.0,59.0,102.0,0.7,1.0,1.0,0.105,0.0,4.0,2.0,0.7,8.0,8.0,0.4595833333333333,138.0,2.0,6.0,0.7,6.0,8.0,0.4188888888888888,1.0,404.0,225.0,0.7
2024-10-27 23:08:31,195.0,8,8.0,1.612083333333333,41,37.0,46.0,0.71,4.0,5.0,0.62875,0.0,189.0,181.0,0.71,8.0,8.0,1.3370833333333334,35,574.0,1273,0.71,8.0,8.0,1.10975,227.0,73.0,118.0,0.71,1.0,1.0,0.095,0.0,5.0,2.0,0.71,8.0,8.0,0.45875,134.0,1.0,4.0,0.71,6.0,8.0,0.4627777777777778,0.0,432.0,243.0,0.71
2024-10-27 23:08:49,188.5,8,8.0,1.46875,129,33.0,40.0,1.1,4.0,6.0,0.6925,0.0,198.0,189.0,1.1,8.0,8.0,1.2670833333333331,44,537.0,1279,1.1,8.0,8.0,0.8365,143.0,63.0,102.0,1.1,1.0,1.0,0.08,0.0,4.0,2.0,1.1,8.0,8.0,0.3791666666666666,74.0,2.0,6.0,1.1,6.0,8.0,0.4683333333333333,0.0,439.0,245.0,1.1
2024-10-27 23:09:12,163.5,8,8.0,1.3654166666666667,139,33.0,40.0,0.4,4.0,5.0,0.625,0.0,209.0,201.0,0.4,8.0,8.0,1.2766666666666666,35,588.0,1304,0.4,8.0,8.0,0.98625,180.0,74.0,114.0,0.4,1.0,1.0,0.095,0.0,4.0,2.0,0.4,8.0,8.0,0.4316666666666666,164.0,2.0,7.0,0.4,6.0,8.0,0.53,0.0,488.0,274.0,0.4
2024-10-27 23:09:32,179.7,8,8.0,1.385,71,29.0,38.0,0.53,4.0,5.0,0.6175,0.0,188.0,179.0,0.53,8.0,8.0,1.3833333333333333,40,586.0,1352,0.53,8.0,8.0,0.75575,248.0,77.0,129.0,0.53,1.0,1.0,0.155,0.0,4.0,2.0,0.53,8.0,8.0,0.4425,132.0,1.0,6.0,0.53,6.0,8.0,0.5433333333333333,2.0,451.0,241.0,0.53
2024-10-27 23:09:52,177.5,8,8.0,1.4675,161,34.0,42.0,0.75,4.0,6.0,0.6075,1.0,204.0,194.0,0.75,8.0,8.0,1.419166666666667,75,610.0,1342,0.75,8.0,8.0,0.58525,90.0,78.0,125.0,0.75,1.0,1.0,0.23,0.0,5.0,2.0,0.75,8.0,8.0,0.4283333333333333,43.0,0.0,6.0,0.75,6.0,8.0,0.4322222222222222,0.0,472.0,255.0,0.75
2024-10-27 23:10:11,201.1,8,8.0,1.502916666666667,122,35.0,44.0,0.49,4.0,5.0,0.625,0.0,215.0,205.0,0.49,8.0,8.0,1.4795833333333333,21,587.0,1322,0.49,8.0,8.0,0.65075,43.0,88.0,141.0,0.49,1.0,1.0,0.215,0.0,4.0,2.0,0.49,8.0,8.0,0.4545833333333333,46.0,0.0,5.0,0.49,7.0,8.0,0.5233333333333333,0.0,484.0,263.0,0.49
2024-10-27 23:10:29,195.2,8,8.0,1.3633333333333333,155,37.0,45.0,0.53,4.0,6.0,0.68125,0.0,220.0,213.0,0.53,8.0,8.0,1.45,62,680.0,1500,0.53,8.0,8.0,0.65825,76.0,111.0,171.0,0.53,1.0,1.0,0.07,0.0,5.0,2.0,0.53,8.0,8.0,0.36875,43.0,0.0,6.0,0.53,7.0,8.0,0.5090476190476191,0.0,532.0,287.0,0.53
2024-10-27 23:10:47,202.3,8,8.0,1.4775,87,37.0,46.0,0.56,4.0,6.0,0.73375,0.0,222.0,215.0,0.56,8.0,8.0,1.4216666666666666,34,749.0,1519,0.56,8.0,8.0,0.7835,126.0,114.0,188.0,0.56,1.0,1.0,0.085,0.0,5.0,2.0,0.56,8.0,8.0,0.3754166666666667,103.0,1.0,6.0,0.56,7.0,8.0,0.4966666666666666,0.0,578.0,324.0,0.56
2024-10-27 23:11:06,193.0,8,8.0,1.2670833333333331,261,41.0,50.0,0.49,4.0,7.0,0.77875,2.0,226.0,217.0,0.49,8.0,8.0,1.46125,36,748.0,1511,0.49,8.0,8.0,0.93775,105.0,127.0,190.0,0.49,1.0,1.0,0.085,0.0,5.0,2.0,0.49,8.0,8.0,0.4583333333333333,115.0,1.0,7.0,0.49,7.0,8.0,0.5242857142857142,2.0,590.0,323.0,0.49
2024-10-27 23:11:24,195.1,8,8.0,1.18625,142,40.0,47.0,0.45,4.0,5.0,0.63375,0.0,230.0,220.0,0.45,8.0,8.0,1.35875,12,736.0,1428,0.45,8.0,8.0,0.98825,61.0,129.0,212.0,0.45,1.0,1.0,0.09,0.0,5.0,2.0,0.45,8.0,8.0,0.37625,54.0,1.0,6.0,0.45,7.0,8.0,0.5004761904761905,0.0,641.0,338.0,0.45
